"ID","time_car","cost_car","time_bus","cost_bus","access_bus","time_air","cost_air","access_air","service_air","time_rail","cost_rail","access_rail","service_rail","choice"
2324,250,40,300,30,15,80,80,40,"no-frills",140,75,20,"wifi","car"
2325,390,30,390,15,10,70,95,45,"wifi",130,75,15,"food","bus"
2326,345,45,345,35,25,60,95,50,"food",120,45,5,"no-frills","rail"
2327,250,45,390,20,20,90,50,50,"no-frills",120,75,5,"wifi","air"
2328,300,45,420,15,10,50,110,45,"wifi",130,75,15,"food","car"
2329,250,45,390,15,10,80,65,50,"food",155,45,20,"no-frills","rail"
2330,390,40,390,15,10,60,110,35,"wifi",155,65,25,"no-frills","bus"
2331,250,45,330,30,10,80,50,45,"no-frills",155,65,15,"food","air"
2332,275,40,390,15,5,90,80,40,"food",130,65,20,"no-frills","car"
2333,275,50,420,20,15,50,80,50,"no-frills",155,35,10,"food","rail"
2334,345,50,360,30,20,50,80,55,"wifi",155,45,5,"food","rail"
2335,390,35,390,35,25,50,95,35,"no-frills",120,75,15,"wifi","rail"
2336,300,30,390,15,5,80,95,45,"food",155,45,25,"no-frills","rail"
2337,250,50,360,30,25,90,65,35,"food",120,55,25,"wifi","air"
2338,390,35,390,35,20,70,95,45,"no-frills",120,55,10,"no-frills","air"
2339,390,40,390,30,10,50,50,55,"food",170,35,5,"wifi","rail"
2340,390,30,420,20,15,50,80,55,"wifi",140,55,5,"no-frills","car"
2341,250,50,420,15,25,90,65,45,"no-frills",120,75,5,"food","air"
2342,250,40,330,35,10,90,80,40,"no-frills",170,35,25,"wifi","rail"
2343,275,30,420,20,25,90,80,35,"wifi",130,75,25,"wifi","car"
2344,275,45,300,30,25,50,95,45,"food",170,35,10,"wifi","rail"
2345,275,50,300,35,5,60,110,40,"wifi",120,75,15,"food","bus"
2346,390,35,420,15,10,50,95,55,"food",140,55,10,"no-frills","car"
2347,345,35,360,30,5,70,110,40,"no-frills",140,45,25,"food","rail"
2348,345,45,390,25,25,80,65,55,"food",120,35,5,"no-frills","rail"
2349,250,50,390,20,15,60,80,55,"no-frills",130,75,15,"food","car"
2350,390,30,390,35,5,70,110,35,"wifi",170,35,25,"food","rail"
2351,275,45,330,30,15,90,65,45,"no-frills",140,65,15,"wifi","car"
2352,300,45,420,25,15,80,50,50,"no-frills",140,55,10,"food","car"
2353,250,45,360,20,10,90,50,40,"wifi",140,65,20,"food","air"
2354,345,35,360,30,25,60,50,55,"wifi",140,55,5,"food","air"
2355,275,45,360,25,20,90,65,35,"wifi",130,55,20,"food","air"
2356,300,40,420,15,10,90,50,35,"no-frills",140,55,25,"food","air"
2357,250,45,300,35,20,70,65,50,"no-frills",120,75,10,"wifi","car"
2358,390,30,390,25,5,90,50,50,"food",140,55,15,"no-frills","car"
2359,345,35,345,35,10,60,95,40,"food",130,75,15,"wifi","rail"
2360,345,45,345,30,25,80,110,40,"food",120,45,5,"no-frills","rail"
2361,345,30,420,15,20,60,110,40,"wifi",170,35,15,"no-frills","air"
2362,250,40,300,35,10,80,95,40,"food",155,45,25,"no-frills","rail"
2363,300,45,300,35,5,60,110,50,"no-frills",155,65,20,"food","car"
2364,275,50,360,20,25,70,110,40,"no-frills",120,75,15,"food","air"
2365,345,30,345,30,15,80,50,50,"no-frills",155,55,10,"wifi","air"
2366,300,50,300,25,5,80,50,50,"wifi",130,75,15,"no-frills","air"
2367,250,30,330,35,25,90,80,35,"wifi",140,65,15,"no-frills","car"
2368,300,35,360,25,25,70,80,45,"no-frills",155,35,15,"wifi","rail"
2369,300,35,390,25,15,80,65,45,"no-frills",155,45,15,"food","rail"
2370,250,50,420,20,15,60,95,45,"no-frills",140,75,10,"food","rail"
2371,275,35,390,15,5,70,95,35,"wifi",140,65,20,"food","air"
2372,390,30,420,20,20,50,80,35,"wifi",130,65,25,"no-frills","air"
2373,390,35,390,35,25,70,110,45,"food",130,35,10,"no-frills","rail"
2374,300,40,330,25,15,80,50,50,"no-frills",155,35,5,"wifi","rail"
2375,390,30,390,35,5,90,80,45,"food",120,55,15,"no-frills","air"
2376,275,40,300,35,10,80,80,40,"no-frills",170,55,25,"wifi","rail"
2377,345,35,345,35,25,70,50,55,"food",170,45,5,"wifi","rail"
2378,275,50,390,25,15,60,65,50,"food",155,55,15,"wifi","air"
2379,345,35,360,35,15,50,80,40,"food",120,75,10,"wifi","air"
2380,250,50,300,35,5,50,95,50,"wifi",120,65,10,"no-frills","air"
2381,300,30,300,35,10,80,110,40,"food",170,55,25,"wifi","car"
2382,345,45,345,25,10,90,50,55,"wifi",130,35,5,"food","rail"
2383,390,35,390,35,5,50,80,55,"wifi",155,55,15,"no-frills","car"
2384,300,45,330,35,20,80,95,45,"no-frills",120,55,5,"food","rail"
2385,345,30,420,15,15,60,65,55,"no-frills",170,45,10,"wifi","car"
2386,345,30,420,20,15,80,80,50,"no-frills",120,75,10,"wifi","car"
2387,250,50,360,20,5,80,80,40,"food",120,45,20,"wifi","car"
2388,275,35,360,30,15,90,80,35,"wifi",170,35,20,"food","rail"
2389,275,50,420,25,20,70,95,50,"no-frills",120,45,15,"food","car"
2390,275,50,360,30,15,80,95,35,"no-frills",120,45,20,"wifi","rail"
2391,300,45,300,30,10,80,50,55,"wifi",170,35,5,"food","air"
2392,275,50,360,15,20,50,110,45,"wifi",130,65,15,"food","car"
2393,345,30,360,25,25,60,110,50,"food",140,75,5,"wifi","rail"
2394,250,50,420,20,20,60,65,50,"no-frills",130,65,10,"wifi","car"
2395,345,40,345,30,15,90,50,35,"wifi",130,55,20,"food","car"
2396,390,35,390,35,5,70,95,45,"food",140,45,20,"no-frills","car"
2397,345,35,390,20,25,80,50,55,"food",130,65,5,"wifi","air"
2398,275,40,360,25,25,80,80,40,"wifi",140,55,20,"no-frills","car"
2399,275,45,420,20,15,80,80,40,"wifi",130,35,15,"food","car"
2400,250,50,420,20,20,60,110,35,"food",140,55,25,"no-frills","rail"
2401,390,30,420,20,20,50,65,55,"no-frills",130,75,10,"wifi","rail"
2402,250,35,420,20,15,80,80,45,"no-frills",155,55,20,"wifi","car"
2403,300,35,300,30,20,80,95,35,"food",140,45,20,"wifi","bus"
2404,390,30,390,20,10,50,65,50,"wifi",130,75,10,"no-frills","car"
2405,390,35,390,15,5,50,110,50,"food",140,75,20,"no-frills","car"
2406,275,50,360,15,5,80,110,35,"wifi",155,35,20,"no-frills","rail"
2407,345,45,345,25,20,70,110,35,"food",130,45,10,"no-frills","rail"
2408,275,50,420,15,5,50,50,55,"no-frills",120,75,5,"food","air"
2409,250,45,360,20,10,90,50,40,"wifi",140,65,20,"food","car"
2410,345,35,360,30,25,60,50,55,"wifi",140,55,5,"food","air"
2411,300,40,420,15,10,90,50,35,"no-frills",140,55,25,"food","air"
2412,250,45,300,35,20,70,65,50,"no-frills",120,75,10,"wifi","air"
2413,390,30,390,25,5,90,50,50,"food",140,55,15,"no-frills","air"
2414,345,40,345,35,10,90,65,40,"food",130,35,20,"no-frills","rail"
2415,345,35,345,35,10,60,95,40,"food",130,75,15,"wifi","rail"
2416,345,45,345,30,25,80,110,40,"food",120,45,5,"no-frills","rail"
2417,345,30,420,15,20,60,110,40,"wifi",170,35,15,"no-frills","car"
2418,250,45,390,25,20,90,50,40,"wifi",155,55,20,"no-frills","air"
2419,250,40,300,35,10,80,95,40,"food",155,45,25,"no-frills","air"
2420,275,50,360,20,25,70,110,40,"no-frills",120,75,15,"food","air"
2421,345,30,345,30,15,80,50,50,"no-frills",155,55,10,"wifi","air"
2422,300,50,300,25,5,80,50,50,"wifi",130,75,15,"no-frills","air"
2423,250,45,300,25,5,70,80,35,"food",170,35,25,"wifi","rail"
2424,390,40,390,25,5,60,110,50,"wifi",130,75,15,"no-frills","car"
2425,390,40,390,20,5,60,110,45,"no-frills",120,75,20,"food","car"
2426,300,40,360,25,15,80,50,55,"wifi",170,35,5,"food","air"
2427,345,30,345,35,15,70,95,40,"no-frills",155,55,20,"food","car"
2428,275,40,300,30,5,70,65,45,"no-frills",170,35,25,"food","car"
2429,345,35,345,35,20,90,50,35,"wifi",130,65,20,"food","air"
2430,300,50,330,30,15,50,65,55,"food",130,75,5,"wifi","rail"
2431,250,30,360,30,25,60,95,45,"no-frills",170,55,20,"food","car"
2432,345,35,390,25,25,50,50,55,"food",170,45,5,"wifi","rail"
2433,275,50,330,30,20,80,65,35,"wifi",155,55,20,"no-frills","air"
2434,300,45,330,30,10,60,80,55,"no-frills",140,45,10,"food","car"
2435,250,50,330,30,25,60,110,45,"food",120,75,10,"wifi","rail"
2436,300,35,420,20,15,90,65,35,"food",170,35,25,"wifi","rail"
2437,250,30,330,35,25,90,80,35,"wifi",140,65,15,"no-frills","car"
2438,300,35,360,25,25,70,80,45,"no-frills",155,35,15,"wifi","car"
2439,300,35,390,25,15,80,65,45,"no-frills",155,45,15,"food","air"
2440,250,50,420,20,15,60,95,45,"no-frills",140,75,10,"food","car"
2441,275,35,390,15,5,70,95,35,"wifi",140,65,20,"food","car"
2442,390,30,420,20,20,50,80,35,"wifi",130,65,25,"no-frills","air"
2443,390,35,390,35,25,70,110,45,"food",130,35,10,"no-frills","rail"
2444,300,40,330,25,15,80,50,50,"no-frills",155,35,5,"wifi","rail"
2445,390,30,390,35,5,90,80,45,"food",120,55,15,"no-frills","car"
2446,275,40,300,35,10,80,80,40,"no-frills",170,55,25,"wifi","car"
2447,275,50,390,25,15,60,65,50,"food",155,55,15,"wifi","car"
2448,345,35,360,35,15,50,80,40,"food",120,75,10,"wifi","air"
2449,250,50,300,35,5,50,95,50,"wifi",120,65,10,"no-frills","rail"
2450,345,40,345,30,20,60,65,55,"no-frills",155,45,5,"wifi","rail"
2451,390,30,390,15,10,70,95,45,"wifi",130,75,15,"food","air"
2452,345,45,345,35,25,60,95,50,"food",120,45,5,"no-frills","rail"
2453,250,45,390,20,20,90,50,50,"no-frills",120,75,5,"wifi","rail"
2454,300,45,420,15,10,50,110,45,"wifi",130,75,15,"food","car"
2455,390,30,420,15,20,90,65,35,"food",130,65,20,"no-frills","air"
2456,250,45,390,15,10,80,65,50,"food",155,45,20,"no-frills","car"
2457,390,40,390,15,10,60,110,35,"wifi",155,65,25,"no-frills","rail"
2458,275,40,390,15,5,90,80,40,"food",130,65,20,"no-frills","car"
2459,275,50,420,20,15,50,80,50,"no-frills",155,35,10,"food","rail"
2460,345,50,360,30,20,50,80,55,"wifi",155,45,5,"food","air"
2461,390,35,390,35,25,50,95,35,"no-frills",120,75,15,"wifi","rail"
2462,300,35,330,30,15,90,65,35,"food",155,45,20,"no-frills","car"
2463,250,50,360,30,25,90,65,35,"food",120,55,25,"wifi","rail"
2464,390,35,390,35,20,70,95,45,"no-frills",120,55,10,"no-frills","rail"
2465,390,35,390,35,20,90,50,35,"no-frills",130,75,25,"wifi","car"
2466,300,30,300,35,10,80,110,40,"food",170,55,25,"wifi","rail"
2467,345,45,345,25,10,90,50,55,"wifi",130,35,5,"food","rail"
2468,390,35,390,35,5,50,80,55,"wifi",155,55,15,"no-frills","car"
2469,345,30,420,15,15,60,65,55,"no-frills",170,45,10,"wifi","air"
2470,345,30,420,20,15,80,80,50,"no-frills",120,75,10,"wifi","rail"
2471,250,50,360,20,5,80,80,40,"food",120,45,20,"wifi","car"
2472,275,35,360,30,15,90,80,35,"wifi",170,35,20,"food","air"
2473,275,50,420,25,20,70,95,50,"no-frills",120,45,15,"food","car"
2474,275,50,360,30,15,80,95,35,"no-frills",120,45,20,"wifi","rail"
2475,300,45,300,30,10,80,50,55,"wifi",170,35,5,"food","air"
2476,345,30,360,25,25,60,110,50,"food",140,75,5,"wifi","car"
2477,250,50,420,20,20,60,65,50,"no-frills",130,65,10,"wifi","car"
2478,390,35,420,20,5,60,50,55,"food",140,55,5,"no-frills","car"
2479,390,40,390,30,10,50,50,55,"food",170,35,5,"wifi","rail"
2480,390,30,420,20,15,50,80,55,"wifi",140,55,5,"no-frills","car"
2481,250,50,420,15,25,90,65,45,"no-frills",120,75,5,"food","car"
2482,300,30,390,20,5,70,110,40,"no-frills",155,75,25,"wifi","bus"
2483,250,40,330,35,10,90,80,40,"no-frills",170,35,25,"wifi","rail"
2484,275,30,420,20,25,90,80,35,"wifi",130,75,25,"wifi","car"
2485,275,50,300,35,5,60,110,40,"wifi",120,75,15,"food","bus"
2486,250,45,330,20,10,70,80,45,"no-frills",170,45,20,"wifi","rail"
2487,390,35,420,15,10,50,95,55,"food",140,55,10,"no-frills","rail"
2488,345,35,360,30,5,70,110,40,"no-frills",140,45,25,"food","rail"
2489,345,45,390,25,25,80,65,55,"food",120,35,5,"no-frills","rail"
2490,250,50,390,20,15,60,80,55,"no-frills",130,75,15,"food","car"
2491,390,30,390,35,5,70,110,35,"wifi",170,35,25,"food","rail"
2492,300,45,420,25,15,80,50,50,"no-frills",140,55,10,"food","rail"
2493,300,40,330,25,15,70,80,35,"food",170,35,25,"wifi","rail"
2494,345,40,345,30,15,90,50,35,"wifi",130,55,20,"food","air"
2495,390,35,390,35,5,70,95,45,"food",140,45,20,"no-frills","rail"
2496,345,35,390,20,25,80,50,55,"food",130,65,5,"wifi","air"
2497,275,40,360,25,25,80,80,40,"wifi",140,55,20,"no-frills","car"
2498,275,45,420,20,15,80,80,40,"wifi",130,35,15,"food","rail"
2499,250,50,420,20,20,60,110,35,"food",140,55,25,"no-frills","car"
2500,250,35,420,20,15,80,80,45,"no-frills",155,55,20,"wifi","car"
2501,300,35,300,30,20,80,95,35,"food",140,45,20,"wifi","rail"
2502,390,35,390,15,5,50,110,50,"food",140,75,20,"no-frills","car"
2503,275,50,360,15,5,80,110,35,"wifi",155,35,20,"no-frills","car"
2504,300,40,390,20,20,50,65,55,"wifi",170,45,5,"no-frills","car"
2505,345,45,345,25,20,70,110,35,"food",130,45,10,"no-frills","rail"
2506,275,50,420,15,5,50,50,55,"no-frills",120,75,5,"food","air"
2507,250,45,300,25,5,70,80,35,"food",170,35,25,"wifi","car"
2508,275,50,390,25,20,70,80,40,"no-frills",140,35,15,"food","rail"
2509,390,40,390,25,5,60,110,50,"wifi",130,75,15,"no-frills","car"
2510,390,40,390,20,5,60,110,45,"no-frills",120,75,20,"food","car"
2511,300,40,360,25,15,80,50,55,"wifi",170,35,5,"food","car"
2512,275,40,300,30,5,70,65,45,"no-frills",170,35,25,"food","car"
2513,345,35,345,35,20,90,50,35,"wifi",130,65,20,"food","rail"
2514,300,50,330,30,15,50,65,55,"food",130,75,5,"wifi","rail"
2515,250,30,360,30,25,60,95,45,"no-frills",170,55,20,"food","car"
2516,345,35,390,25,25,50,50,55,"food",170,45,5,"wifi","rail"
2517,275,50,330,30,20,80,65,35,"wifi",155,55,20,"no-frills","car"
2518,300,45,330,30,10,60,80,55,"no-frills",140,45,10,"food","rail"
2519,250,50,330,30,25,60,110,45,"food",120,75,10,"wifi","rail"
2520,300,35,420,20,15,90,65,35,"food",170,35,25,"wifi","rail"
2521,345,45,345,35,25,60,95,50,"food",120,45,5,"no-frills","rail"
2522,250,45,390,20,20,90,50,50,"no-frills",120,75,5,"wifi","air"
2523,300,45,420,15,10,50,110,45,"wifi",130,75,15,"food","air"
2524,390,30,420,15,20,90,65,35,"food",130,65,20,"no-frills","car"
2525,250,45,390,15,10,80,65,50,"food",155,45,20,"no-frills","air"
2526,390,40,390,15,10,60,110,35,"wifi",155,65,25,"no-frills","rail"
2527,250,45,330,30,10,80,50,45,"no-frills",155,65,15,"food","air"
2528,275,40,390,15,5,90,80,40,"food",130,65,20,"no-frills","car"
2529,275,50,420,20,15,50,80,50,"no-frills",155,35,10,"food","air"
2530,345,50,360,30,20,50,80,55,"wifi",155,45,5,"food","rail"
2531,390,35,390,35,25,50,95,35,"no-frills",120,75,15,"wifi","rail"
2532,300,30,390,15,5,80,95,45,"food",155,45,25,"no-frills","air"
2533,250,50,360,30,25,90,65,35,"food",120,55,25,"wifi","rail"
2534,390,35,390,35,20,70,95,45,"no-frills",120,55,10,"no-frills","air"
2535,390,35,390,35,20,90,50,35,"no-frills",130,75,25,"wifi","air"
2536,300,30,300,35,10,80,110,40,"food",170,55,25,"wifi","car"
2537,345,45,345,25,10,90,50,55,"wifi",130,35,5,"food","rail"
2538,390,35,390,35,5,50,80,55,"wifi",155,55,15,"no-frills","air"
2539,300,45,330,35,20,80,95,45,"no-frills",120,55,5,"food","car"
2540,345,30,420,15,15,60,65,55,"no-frills",170,45,10,"wifi","car"
2541,345,30,420,20,15,80,80,50,"no-frills",120,75,10,"wifi","car"
2542,275,35,360,30,15,90,80,35,"wifi",170,35,20,"food","rail"
2543,275,50,420,25,20,70,95,50,"no-frills",120,45,15,"food","rail"
2544,275,50,360,30,15,80,95,35,"no-frills",120,45,20,"wifi","rail"
2545,300,45,300,30,10,80,50,55,"wifi",170,35,5,"food","rail"
2546,275,50,360,15,20,50,110,45,"wifi",130,65,15,"food","rail"
2547,345,30,360,25,25,60,110,50,"food",140,75,5,"wifi","car"
2548,250,50,420,20,20,60,65,50,"no-frills",130,65,10,"wifi","car"
2549,345,35,360,30,25,60,50,55,"wifi",140,55,5,"food","air"
2550,275,45,360,25,20,90,65,35,"wifi",130,55,20,"food","bus"
2551,300,40,420,15,10,90,50,35,"no-frills",140,55,25,"food","air"
2552,250,45,300,35,20,70,65,50,"no-frills",120,75,10,"wifi","car"
2553,390,30,390,25,5,90,50,50,"food",140,55,15,"no-frills","air"
2554,345,40,345,35,10,90,65,40,"food",130,35,20,"no-frills","rail"
2555,345,35,345,35,10,60,95,40,"food",130,75,15,"wifi","car"
2556,345,45,345,30,25,80,110,40,"food",120,45,5,"no-frills","rail"
2557,345,30,420,15,20,60,110,40,"wifi",170,35,15,"no-frills","car"
2558,250,45,390,25,20,90,50,40,"wifi",155,55,20,"no-frills","car"
2559,250,40,300,35,10,80,95,40,"food",155,45,25,"no-frills","rail"
2560,275,50,360,20,25,70,110,40,"no-frills",120,75,15,"food","car"
2561,345,30,345,30,15,80,50,50,"no-frills",155,55,10,"wifi","car"
2562,300,50,300,25,5,80,50,50,"wifi",130,75,15,"no-frills","air"
2563,390,35,390,20,15,50,50,45,"wifi",155,55,15,"food","air"
2564,390,30,420,20,25,60,95,55,"wifi",130,55,5,"no-frills","rail"
2565,345,40,390,25,20,50,80,50,"food",140,45,10,"wifi","rail"
2566,300,50,420,15,20,50,110,45,"wifi",130,75,10,"food","car"
2567,390,30,420,15,5,60,110,40,"wifi",140,65,25,"no-frills","air"
2568,345,40,345,35,25,80,80,45,"food",120,45,10,"no-frills","rail"
2569,300,40,390,25,20,60,65,55,"food",170,45,15,"wifi","rail"
2570,345,45,360,30,25,90,95,40,"wifi",120,45,10,"food","car"
2571,275,50,360,30,15,50,50,50,"wifi",155,45,10,"no-frills","air"
2572,250,35,360,20,5,70,95,40,"food",170,45,25,"wifi","rail"
2573,390,30,390,15,10,70,110,40,"no-frills",120,65,25,"food","car"
2574,250,50,330,15,10,70,95,45,"food",140,65,20,"no-frills","car"
2575,390,30,390,35,10,50,65,55,"no-frills",140,75,10,"food","rail"
2576,345,40,360,25,20,90,50,55,"wifi",140,35,5,"food","air"
2577,250,45,300,25,5,70,80,35,"food",170,35,25,"wifi","rail"
2578,275,50,390,25,20,70,80,40,"no-frills",140,35,15,"food","rail"
2579,390,40,390,25,5,60,110,50,"wifi",130,75,15,"no-frills","air"
2580,390,40,390,20,5,60,110,45,"no-frills",120,75,20,"food","rail"
2581,300,40,360,25,15,80,50,55,"wifi",170,35,5,"food","air"
2582,345,30,345,35,15,70,95,40,"no-frills",155,55,20,"food","rail"
2583,345,35,345,35,20,90,50,35,"wifi",130,65,20,"food","air"
2584,300,50,330,30,15,50,65,55,"food",130,75,5,"wifi","air"
2585,250,30,360,30,25,60,95,45,"no-frills",170,55,20,"food","car"
2586,345,35,390,25,25,50,50,55,"food",170,45,5,"wifi","air"
2587,275,50,330,30,20,80,65,35,"wifi",155,55,20,"no-frills","air"
2588,300,45,330,30,10,60,80,55,"no-frills",140,45,10,"food","air"
2589,345,30,390,15,5,70,95,45,"no-frills",140,65,20,"food","air"
2590,250,50,330,30,25,60,110,45,"food",120,75,10,"wifi","car"
2591,275,50,330,35,20,80,65,55,"food",120,45,5,"no-frills","car"
2592,275,45,390,15,25,70,80,55,"no-frills",155,35,5,"no-frills","rail"
2593,300,45,300,15,10,60,110,40,"wifi",155,65,20,"no-frills","car"
2594,390,35,390,35,10,60,95,45,"wifi",155,65,15,"food","air"
2595,275,40,360,30,20,50,80,50,"no-frills",155,55,5,"food","rail"
2596,250,50,360,25,15,60,110,45,"food",120,65,20,"wifi","car"
2597,250,45,390,20,25,90,50,35,"wifi",170,35,15,"food","rail"
2598,275,40,360,30,10,70,65,50,"wifi",170,35,15,"food","air"
2599,275,30,390,25,15,90,65,40,"no-frills",155,65,25,"wifi","rail"
2600,275,50,330,25,25,70,80,50,"no-frills",120,55,5,"food","car"
2601,390,35,420,15,25,60,110,35,"wifi",130,55,15,"no-frills","rail"
2602,300,45,390,25,10,50,50,55,"wifi",170,45,5,"no-frills","air"
2603,345,30,345,35,5,50,110,45,"wifi",140,65,15,"no-frills","car"
2604,250,40,300,30,15,80,80,40,"no-frills",140,75,20,"wifi","air"
2605,390,40,390,30,10,50,50,55,"food",170,35,5,"wifi","air"
2606,390,30,420,20,15,50,80,55,"wifi",140,55,5,"no-frills","rail"
2607,250,50,420,15,25,90,65,45,"no-frills",120,75,5,"food","rail"
2608,300,30,390,20,5,70,110,40,"no-frills",155,75,25,"wifi","rail"
2609,250,40,330,35,10,90,80,40,"no-frills",170,35,25,"wifi","rail"
2610,275,30,420,20,25,90,80,35,"wifi",130,75,25,"wifi","rail"
2611,275,50,300,35,5,60,110,40,"wifi",120,75,15,"food","car"
2612,250,45,330,20,10,70,80,45,"no-frills",170,45,20,"wifi","rail"
2613,390,35,420,15,10,50,95,55,"food",140,55,10,"no-frills","rail"
2614,345,35,360,30,5,70,110,40,"no-frills",140,45,25,"food","rail"
2615,345,45,390,25,25,80,65,55,"food",120,35,5,"no-frills","rail"
2616,390,30,390,35,5,70,110,35,"wifi",170,35,25,"food","rail"
2617,275,45,330,30,15,90,65,45,"no-frills",140,65,15,"wifi","car"
2618,300,45,420,25,15,80,50,50,"no-frills",140,55,10,"food","air"
2619,250,45,300,25,5,70,80,35,"food",170,35,25,"wifi","rail"
2620,275,50,390,25,20,70,80,40,"no-frills",140,35,15,"food","rail"
2621,390,40,390,25,5,60,110,50,"wifi",130,75,15,"no-frills","air"
2622,390,40,390,20,5,60,110,45,"no-frills",120,75,20,"food","rail"
2623,345,30,345,35,15,70,95,40,"no-frills",155,55,20,"food","air"
2624,275,40,300,30,5,70,65,45,"no-frills",170,35,25,"food","rail"
2625,345,35,345,35,20,90,50,35,"wifi",130,65,20,"food","air"
2626,300,50,330,30,15,50,65,55,"food",130,75,5,"wifi","rail"
2627,250,30,360,30,25,60,95,45,"no-frills",170,55,20,"food","car"
2628,345,35,390,25,25,50,50,55,"food",170,45,5,"wifi","air"
2629,300,45,330,30,10,60,80,55,"no-frills",140,45,10,"food","rail"
2630,345,30,390,15,5,70,95,45,"no-frills",140,65,20,"food","rail"
2631,250,50,330,30,25,60,110,45,"food",120,75,10,"wifi","rail"
2632,300,35,420,20,15,90,65,35,"food",170,35,25,"wifi","rail"
2633,275,50,330,35,20,80,65,55,"food",120,45,5,"no-frills","rail"
2634,275,45,390,15,25,70,80,55,"no-frills",155,35,5,"no-frills","car"
2635,300,45,300,15,10,60,110,40,"wifi",155,65,20,"no-frills","bus"
2636,390,35,390,35,10,60,95,45,"wifi",155,65,15,"food","rail"
2637,275,40,360,30,20,50,80,50,"no-frills",155,55,5,"food","car"
2638,250,50,360,25,15,60,110,45,"food",120,65,20,"wifi","rail"
2639,250,45,390,20,25,90,50,35,"wifi",170,35,15,"food","air"
2640,275,40,360,30,10,70,65,50,"wifi",170,35,15,"food","rail"
2641,275,30,390,25,15,90,65,40,"no-frills",155,65,25,"wifi","rail"
2642,390,30,390,25,25,90,65,35,"food",120,65,15,"no-frills","car"
2643,275,50,330,25,25,70,80,50,"no-frills",120,55,5,"food","rail"
2644,300,45,390,25,10,50,50,55,"wifi",170,45,5,"no-frills","rail"
2645,345,30,345,35,5,50,110,45,"wifi",140,65,15,"no-frills","car"
2646,250,40,300,30,15,80,80,40,"no-frills",140,75,20,"wifi","car"
2647,390,30,390,15,10,70,95,45,"wifi",130,75,15,"food","car"
2648,250,45,390,20,20,90,50,50,"no-frills",120,75,5,"wifi","rail"
2649,300,45,420,15,10,50,110,45,"wifi",130,75,15,"food","car"
2650,390,30,420,15,20,90,65,35,"food",130,65,20,"no-frills","bus"
2651,250,45,390,15,10,80,65,50,"food",155,45,20,"no-frills","car"
2652,390,40,390,15,10,60,110,35,"wifi",155,65,25,"no-frills","car"
2653,250,45,330,30,10,80,50,45,"no-frills",155,65,15,"food","air"
2654,275,40,390,15,5,90,80,40,"food",130,65,20,"no-frills","car"
2655,345,50,360,30,20,50,80,55,"wifi",155,45,5,"food","rail"
2656,390,35,390,35,25,50,95,35,"no-frills",120,75,15,"wifi","car"
2657,300,30,390,15,5,80,95,45,"food",155,45,25,"no-frills","rail"
2658,300,35,330,30,15,90,65,35,"food",155,45,20,"no-frills","rail"
2659,250,50,360,30,25,90,65,35,"food",120,55,25,"wifi","rail"
2660,390,35,390,35,20,70,95,45,"no-frills",120,55,10,"no-frills","car"
2661,390,40,390,30,10,50,50,55,"food",170,35,5,"wifi","air"
2662,390,30,420,20,15,50,80,55,"wifi",140,55,5,"no-frills","air"
2663,250,50,420,15,25,90,65,45,"no-frills",120,75,5,"food","car"
2664,300,30,390,20,5,70,110,40,"no-frills",155,75,25,"wifi","car"
2665,250,40,330,35,10,90,80,40,"no-frills",170,35,25,"wifi","car"
2666,275,30,420,20,25,90,80,35,"wifi",130,75,25,"wifi","car"
2667,275,45,300,30,25,50,95,45,"food",170,35,10,"wifi","rail"
2668,250,45,330,20,10,70,80,45,"no-frills",170,45,20,"wifi","car"
2669,345,35,360,30,5,70,110,40,"no-frills",140,45,25,"food","rail"
2670,345,45,390,25,25,80,65,55,"food",120,35,5,"no-frills","rail"
2671,250,50,390,20,15,60,80,55,"no-frills",130,75,15,"food","rail"
2672,390,30,390,35,5,70,110,35,"wifi",170,35,25,"food","rail"
2673,275,45,330,30,15,90,65,45,"no-frills",140,65,15,"wifi","rail"
2674,300,45,420,25,15,80,50,50,"no-frills",140,55,10,"food","air"
2675,390,35,390,20,15,50,50,45,"wifi",155,55,15,"food","air"
2676,345,40,390,25,25,60,110,40,"food",130,45,10,"no-frills","car"
2677,390,30,420,20,25,60,95,55,"wifi",130,55,5,"no-frills","rail"
2678,345,40,390,25,20,50,80,50,"food",140,45,10,"wifi","air"
2679,300,50,420,15,20,50,110,45,"wifi",130,75,10,"food","rail"
2680,390,30,420,15,5,60,110,40,"wifi",140,65,25,"no-frills","air"
2681,345,40,345,35,25,80,80,45,"food",120,45,10,"no-frills","car"
2682,300,50,390,15,10,60,50,55,"food",140,65,5,"no-frills","rail"
2683,345,45,360,30,25,90,95,40,"wifi",120,45,10,"food","rail"
2684,275,50,360,30,15,50,50,50,"wifi",155,45,10,"no-frills","air"
2685,250,35,360,20,5,70,95,40,"food",170,45,25,"wifi","rail"
2686,390,30,390,15,10,70,110,40,"no-frills",120,65,25,"food","car"
2687,250,50,330,15,10,70,95,45,"food",140,65,20,"no-frills","air"
2688,390,30,390,35,10,50,65,55,"no-frills",140,75,10,"food","rail"
2689,390,40,390,30,10,50,50,55,"food",170,35,5,"wifi","car"
2690,250,50,420,15,25,90,65,45,"no-frills",120,75,5,"food","rail"
2691,300,30,390,20,5,70,110,40,"no-frills",155,75,25,"wifi","car"
