Text,Sentiment
"Islamabad Police on their Twitter account also shared details of the traffic jams in Faizabad, Aabpara and Kashmir Highway and suggested that the commuters use an alternative route ",1
AlamChowk road is closed due to political party protest,1
There no traffic at g7,0
Traffic open at numaish and surrounding,0
Current traffic condition at M T Khan Road,1
F 16 is clear,0
Roomi Rd road is free,0
Traffic open from ahmed faraz rd to sumbul rd islamabad,0
Alot of traffic is going towards F-10,1
No jams at tarnol,0
Protest by employees & residents of Bahria Town underway at M9 Motorway near Bahria Town,1
Zero point to Hanna Rd road is closed due to heavy traffic jam,1
balkaser road is totally traffic jam due to no traffic controller,1
PIMS service road is now free for bike riders,0
Highway blocked ?? reason not known,1
Faizabad to Stadium Rd road is closed due to heavy traffic jam,1
Traffic jam from aun muhammad rd to sawan rd islamabad,1
Traffic jam from koral town rd to hassan town road,1
HMC road is closed due to political party protest,1
T Chowk road is now free for light traffic,0
Traffic jam at koral - Islamabad Expressway,1
Traffic jam shabbir sharif rd to A K Brohi rd islamabad,1
Saddar is opened only to heavy traffic,0
Lakhwal road have no jams,0
kashmir highway user is block for 30 to 60 minutes,1
missile chowk abbottabad is close due to pass out prade,1
khanapul to Airport Rd road is closed,1
Avoid Hassan square to karsaaz route,1
"Rally under the leadership of Zia ul Haqq starts from GPO Chowk-Saddar to Zia ul Uloom Mosque-6th Road, D-Block, Rawalpindi  Due to this rally alot of cars stuck in traffic jam ",1
Neelam road is opened by administration due to more traffic on other road,0
Traffic jam from kashmir highway to khayaban-e-suhrwardy rd islamabad,1
No traffic at gta road pindi,0
khanapul to Airport Rd road is closed now due to emergency,1
Kahuta Rd to Allama Iqbal Rd road is now free for light traffic,0
PIMS Ibn-e-sina road is free now from heavy traffic jam,0
Traffic jam from abbasi rd to darbar rd,1
No traffic at rajah bazaar,0
main avenue will be Azadi Chowk closed for traffic,1
Major road is opened properly because of CCTV monitoring of vehicles,0
There no jams at kumrat,0
PIMS Ibn-e-sina road is now closed for Havey traffic,1
Pir Wadhai Mor Flyover is closed now due to emergency,1
Traffic jam from service rd E to faisal ave,1
GT road is clear for all kind of traffic,0
Luqman Hakeem Rd is closed,1
A K  Fazl-ul-Haq Rd is now free for Havey traffic,0
No traffic at Galveston,0
Peshawer sadar have no jams,0
There is huge traffic at pir badi,1
Gulberg Underpass to Madina Town road is free now from heavy traffic jam,0
Major road is closed due to political party protest,1
"Due to protest against encroachment at Johar Chowrangi, road is closed for traffi",1
Saddar is opened properly because of CCTV monitoring of vehicles,0
Zero point to Hanna Rd road is now closed for bike riders,1
Traffic open at Shahrah e Faisal in afternoon today,0
Rush on ijp Towards faizabad,1
Oil Tankers Associations protest near Jackson Police Station and blocked the road heading towards Maripur,1
Madina Town to Korang Rd road is now free for bike riders,0
There is jam at at g7,1
Traffic jam from service road WEST to sahib zada abdul qayyum rd islamabad,1
Traffic jam at muhammad tifial niazi road G-9 islamabad,1
"Due to security reasons, Ayesha Manzil towards Mukka Chowk is blocked for traffic, link roads leading towards Jinnah Ground, Azizabad is also blocked  Avoid this rout",1
9th avenue is closed due to emergency situations in the morning,1
Traffic jam from murre road to kashmir highway islamabad,1
Massive traffic jam from hub chowki to karachi,1
Korang Rd road is now closed for light traffic,1
saidpur road is blocked for traffic use alternate route,1
No traffic at bannu bazaar,0
PIMS service road is closed now due to emergency,1
"Political Party Leaders Visit to NAB HQ- authorities started placing diversions near NAB HQ : National Accountability Bureau (NAB) located on ATTATURK AVENUE in Sector G-5/2  Severe traffic congestion anticipated on all routes leading towards the NAB HQ including Embassy Road, Serena Chowk & Fazl-e-Haq Road ",1
Zero point to Hanna Rd road is now free for Havey traffic,0
HMC road is opened by administration due to more traffic on other road,0
Bani gala is clear,0
No jams at g6,0
Korang Rd road is now closed for Havey traffic,1
Traffic open from sowan to new lalazar,0
Garden area traffic ja,1
Range Rd to Marble Rd road is now free for light traffic,0
6th road is closed after heavy traffic jam,1
"In #Karachi, you don’t decide when you will reach a place  The traffic will decide that for you! #Trafficwoes",1
Dhoke Hassu to Range Rd road is closed due to heavy traffic jam,1
Chaos at Agha Shahi Avenue! Road blocked!,1
Bannu bazar is jam today,1
F-11 double road U turn to F11 Markaz will remain closed from both directions,1
Trafic jam on 6th road due to all the vehicles are stocked,1
Naran khagan is totally traffic jam due to snowfall,1
Pir Wadhai Mor Flyover is now closed for bike riders,1
Traffic jam at Faqir Api road at 5:20 PM in front of Nescom Hospital because half road is blocked due to security reasons,1
Kahuta Rd to Allama Iqbal Rd road is free now due to emergency,0
Stadium Rd to Saidpur Rd road is closed due to heavy traffic jam,1
Traffic open at shahrah e faisal,0
Stadium Rd to Saidpur Rd road is free now due to emergency,0
Faizabad if open for all kind of traffic,0
Traffic jam from jail Chowrangi towards university road,1
PIMS service road is now free for Havey traffic,0
Traffic open from AIUU rd to ashfaq ahmed rd islamabad,0
6th road is blocked alot cars stuck in traffic due to wrong parking,1
Naval Anchorage Rd road is free,0
snow falling Chitral road is heavilly jammed foor Traffic,1
Naval Anchorage Rd to Japan Rd road is now closed for bike riders,1
Kahuta Rd road is closed,1
At 7:30 AM vehicles can easily go through 9th avenue there are few vehicles which are using this road at this time,0
Allama Iqbal Rd to T Chowk road is now closed for light traffic,1
Liver garden is clear,0
Stadium road ijp signnal have no traffic,0
Traffic open from pitras bukhari to ashfaq ahmed rd islamabad,0
Traffic open from lehtrar road to jagiot rd,0
Stadium Rd to Saidpur Rd road is closed now due to emergency,1
Hanna Rd road is now free for light traffic,0
PIMS service road is closed,1
"Charing Cross at Mall Road, Data Darbar and Shahdara Chowk, Askari X and Bhatta Chowk  Roads from Askari X and Bhatta Chowk to the Allama Iqbal International Airport have also been open for traffic ",0
Peshawar road closed both ways at west ridge (shell pump),0
Double road was blocked because of an accident of a bus,1
IJP road is blocked due to heavy vechiles,1
Avoid using that roa,1
IJP road is opened properly due to proper following of lane systems,0
T Chowk road is now free for Havey traffic,0
bahria town towards bara kahu traffic is clear,0
Marble Rd to Roomi Rd road is now free for light traffic,0
I 8 4 is clear at the movement,0
Traffic jam from 9th ave to service road EAST islamabad,1
There is no traffic at mansehra,0
Blue area signal is crowded woth cars,1
Soan gardens is clear,0
Gulberg Underpass is now closed for light traffic,1
G11 is totally jam today,1
"You will not be able to access it from beyond stadium road juncture on murree road, nor from Rawal Dam Chowk just because of faizabad is blocked ",1
Sawat motorway is clear for all kind of traffic,1
Japan Rd road is free now due to emergency,0
Dhoke Hassu road is closed now due to emergency,1
Marble Rd to Roomi Rd road is now closed for Havey traffic,1
Traffic open from municipal road to kashmir highway islamabad,0
There is huge traffic at rajah bazaar,1
University road peshawer road is clear,0
Young Doctors Association announced demo/ rally today in front #BenazirHospital against the govt  Traffic will be blocked at #Murree Rd (Chandni chowk) with possible metro route suspension also expected  Plan your journeys accordingly,1
Marble Rd to Roomi Rd road is now free for Havey traffic,0
Karaal Chowk Blocked,1
F8 is clear,0
Saidpur Rd to Khayaban Sir Syed Rd road is now closed for bike riders,1
Madina Town road is now free for bike riders,0
Abpara is clear now,0
Agha shahi avenue was closed because of a fight between a truck driver and pickup driver,1
"Strike is ended at D chowk, so road is clear ",0
"Traffic disruption may face MA Jinnah road, Saddar and adjoining roads  Plan your journeys accordingly ",1
The Serena Hotel Road is also blocked  7 00 pm,1
Aara is clear today,0
Japan road is clear at 12 pm,0
Traffic open from service road N to service road EAST islamabad,0
Trafic is blocked on Shakar parian prade ground due to prade pas out,1
Traffic jam from IJP rd to service rd i-ll (south) islamabad,1
Range Rd road is now closed for Havey traffic,1
Naval Anchorage Rd road is closed,1
Alternative Routes For The Residents Of DHA On The Occasion Of New Year Night,1
Traffic is blocked on road from Islamia College to Mazar-e-Quaid #Karachi  Some sort of protest/incident,1
No rush at pindi radar,0
"Kashmir Million March will be held today at Jinnah Avenue from D Chowk to Centaurus Mall  To avoid inconvenience, commuters are requested to use Fazle Haq Road and Nazim ud Din Road as alternate ",0
Hanna Rd road is now free for Havey traffic,0
There is accident near lachi toll plaza,1
Highway is open from faisal mosque to faizabad,0
Traffic open from ahmed faraz rd to major rd islamabad,0
pwd all clear there is no traffic jam,0
Mandi mor is clear today,0
Range Rd road is closed,1
Trafic jam on marer chowk due to no trafic controler,1
Traffic will disturb today and next two days on Seaview road  Due to Eat Karachi event  Alternative Routes For The Residents Of DHA On The Occasion Of New Year Night,1
Japan Rd road is now closed for light traffic,1
A K  Fazl-ul-Haq Rd is now free for light traffic,0
Airport road to Gulberg Underpass is free now from heavy traffic jam,0
Major road is closed due to bus accident on the way,1
There is jam on double road,1
9th avenue  is monitored by traffic police personnel working there,0
E-9 road is closed for any kind of traffic due to acciedent,1
Sohan town have no traffic,0
Westridge is closed due to cars accident,1
Traffic jam from rehman baba rd to tipu sultan rd islamabad,1
Kahuta Rd to Allama Iqbal Rd road is closed now due to emergency,1
Peshawar road is also clear,0
Chaklala cantt,0
Zero point if open for all kind of traffic after blockage of road due to accidient,0
Mall road is clear for all kind of traffic,0
6th road is cleared after heavy traffic jam,0
Westridge is opened properly due to proper following of lane systems,0
Lawari Tunnel is Closed for all kind of traffics,1
Rawalpindi-Islamabad Faizabad Interchange are blocked,1
Faisal Avenue jam From Zeropoint towards Faizabad Interchang,1
Traffic jam at Burns Road  #Karachi Time 5:30p,1
Madina Town road is now free for light traffic,0
Clatex road have no jams,0
Gulberg Underpass to Madina Town road is now closed for Havey traffic,1
Miran shah road have clear to travel bannu,0
Madina Town to Korang Rd road is free,0
Pirwadhai Rd to Dhoke Hassu road is closed now due to emergency,1
F10 is clear at the movement,0
Faizabad to Stadium Rd road is now free for Havey traffic,0
Gulberg Underpass is closed now due to emergency,1
Neelam road is closed due to Chehlum Procession,1
Kurri road from highway is clear,0
Madina Town road is free,0
Traffic jam from lehtrar road to ziyarat rd,1
Kahuta Rd to Allama Iqbal Rd road is now closed for light traffic,1
"“@KhiTraffic: RT @kashaziz: Kid stuck in school, driver stuck in trafficjam #Karachi suffering thanks to #IDEAS2014 ” Need better management",1
G-10 markaaz is also closed for traffic,1
Saidpur Rd to Khayaban Sir Syed Rd road is free now due to emergency,0
Traffic jam on Kurram Road due to accident of two motorcycles,1
Still jam from faizabad to faisal masjid,1
Dhok najju is clear right now but the road is under construction,0
Madina Town to Korang Rd road is closed due to heavy traffic jam,1
I10 have no traffic at the movement,0
"just reached from bahria uni to dha 2 , route to Chakshahzad  then Taramrir chowk then ghauri town and then highway all clear",0
No traffic at tarana,0
"Avoid star gate, Traffic jam from shahrah e faisal towards airport due to TLP protests",1
Gulberg Underpass to Madina Town road is now free for Havey traffic,0
Saidpur Rd road is now closed for light traffic,1
Traffic jam at koral chow,1
There is jam on the japan road better to use navel,1
Dhoke Hassu road is free now due to emergency,0
Zero point if closed for all kind of traffic after blockage of road due to accidient,1
Khasmir Highway is also clear for traffic,0
"Due to Aima baig concert, traffic jam from nipa to jauhar chowrang",1
Garden Ave Flyover is free,0
"Avoid Hassan Square route which is heading towards Naumaish, TLP rally underway",1
Pwd right now both sides are jammed,1
Traffic jam from mir chakar khan rd to sahib zada abdul qayyum rd islamabad,1
Luqman Hakeem Rd is now free for light traffic,0
Faizabad to Stadium Rd road is now closed for Havey traffic,1
Khana phool have no jams,0
teen talwar and do talwar are also blocked,1
Khunda to basal road is clear for heavy traffic,0
Traffic jam from shakarparian rd to garden ave islamabad,1
Alternative Routes For The Residents Of DHA On The Occasion Of New Year Night,1
T Chowk road is closed due to heavy traffic jam,1
Chitral to Booni road is clear for al kind of traffics,0
"As per the latest information Kahtam-e-Nabuyat rally has reachded Rawalpindi Kachehri Chowk  They will resume their march towards Islamabad Thursday morning via Muree Road  Containers have been placed on roadsides with restricted entry on all major roads connecting twin cities including Islamabad Highway, Muree Road, Kashmir highway and Club road  Roads can be blocked at any time during the night or early morning without any prior notice ",1
F-6 is clear for traffic,0
Traffic jam from service rd W to hamza rd islamabad,1
9th avenue is blocked due to Colliding of two trucks,1
No traffic at gulberg oranges,0
G-9 is clear now,0
IJP road is opened due to clearance of traffic,0
There is traffic at pwd,1
Traffic jam from aun muhammad rizvi rd to  nazim-ud-din rd islamabad,1
Marble Rd road is now closed for Havey traffic,1
There no traffic near ayub park,0
khanapul to Airport Rd road is now closed for light traffic,1
Garden Ave Flyover is closed now due to emergency,1
Hill view road is clear,0
Traffic open from sufi tabasum rd to ashfaq ahmed rd islamabad,0
Traffic jam from 7th ave to kashmir highway islamabad,1
Marble Rd road is free,0
D-17 road is closed for all kind of traffic,1
Sadar Rawalpindi is facing heavy traffic jam,1
heavy traffic going towards islamabad,1
Murree Road jam From Rawal Dam Chowk towards Faizabad Interchange,1
Muree road is opened due to clearance of traffic,0
G-10 is clear today no pollution,0
"IJP Road blocked, CDA stop towards Peshawar Morh",1
No traffic at tuibadi at 2 pm,0
Neelam road is opened properly due to proper working of traffic signals,0
Murree road is closed due to heavy traffic jam by Arshad Mahmood,1
Japan Rd to Kahuta Rd road is now free for Havey traffic,0
Today a little bit heavy traffic than usual at Peshawar road due to rain,1
Today at 6:00 PM Royal Family will visit the Pakistan Monument (Source Ary News) Traffic disruption expected,1
Kurri road haveno jams today,0
Traffic jam from kpt underpass to Abdullah Haroon Road and Teen Talwar to Lilly bridge,1
Major Road is closed due to emergency situations in the morning,1
You may avoid unnecessary travel toward DHA due to an accident and severe traffic jam,1
I-8 have no traffic Jam at the moment,0
Japan Rd road is closed now due to emergency,1
there is traffic jam on 7Avenue road,1
"entrance to NAB, FIA, ECL, FBR head offices closed for traffic",1
Express Way form Zero Point clear for traffic,0
HMC road is opened properly due to proper working of traffic signals,0
"Traffic jam at Rashid Minhas Road, Gulistan-e-Jauhar, NIPA, Civic Center, citizens advised to take diversion #Karachi",1
Traffic jam from faisal ave to murre road,1
Traffic open from service road WEST to tipu sultan rd islamabad,0
Shahra e faisal locked down from Drig road  Association of Builders & Developers are protesting near Karsaz & water board office  Insane traffic jam around Drig road and Shahra e faisal area  Avoid this route,1
Traffic jam at service road south G-11 kashmir highway islamabad,1
Allama Iqbal Rd to T Chowk road is now closed for bike riders,1
Kurram road is closed due to bus accident on the way,1
Massive traffic jam from Natha Khan bridge to star gate,1
Traffic jam from shan-ul-haq haqqee road to kurram road islamabad,1
Airport Rd road is now closed for bike riders,1
G9 is clear today no jams,0
Muree road is jam for traffic,1
IJP Road totally block due to heavy truck traffic last night,1
And like this a woman driver blocked the whole road by demanding a U-Turn,1
I 10 have no rush,0
Miran shah road is clear bannu,0
AlamChowk road is closed due to fog in the morning,1
TLP protest started at 3 Talwar and 2 Talwar Clifton,1
No traffic at Shohal,0
khanapul to Airport Rd road is closed due to heavy traffic jam,1
No traffic at G-10-1 service road along High court because are shops are closed at 8 PM,0
Traffic open from main margalla rd to service rd N islamabad,0
Islamabad highway is blocked because of a going on Protests by bus drivers,1
No traffic at centuries mall,0
Traffic open from lehtrar road to panjgran link rd,0
Pirwadhai Rd road is free now from heavy traffic jam,0
Saddar is clear now,0
There is traffic at texila,1
Korang Rd road is closed due to heavy traffic jam,1
Expressway open from faizabad to koral,0
HMC road is closed due to bus accident on the way,1
Japan Rd to Kahuta Rd road is closed due to heavy traffic jam,1
Rawal road at the moment every car stuck in heavy traffic,1
Traffic jam from marvi rd to nazim-ud-din rd islamabad,1
Kashmir highway is closed due to VIP movement,1
Neelam road is cleared due to shifting of heavy traffic to another road,0
9th avenue  is opened only to heavy traffic,0
HMC road is opened only to heavy traffic,0
Fateh jang signnal have no traffic,0
Do not use GT road from DHA 2 to Saddar Side  Stuck in traffic from last 1 5 hrs,1
Stadium Rd to Saidpur Rd road is now free for Havey traffic,0
Khana pull from highway is clear,0
I-10 to i-9 road is clear at 4pm to 6pm,0
Plan your journeys accordingly,1
The road towards CM House has been closed due to expected protest outside the CM House,1
Traffic Blocked @ Mauripur Road,1
Indus  high way have no jamps flat 5 pm,0
Traffic jam from agha khan rd to school rd islamabad,1
Traffic jam from river view ave to south ave,1
Khasmir Highway is also faceing traffic jam,1
Kashmir toad have no traffic today,0
IJP road is opened properly because of CCTV monitoring of vehicles,0
Traffic jam from IJP to service road south i-8 islamabad,1
Dhoke Hassu to Range Rd road is closed now due to emergency,1
T Chowk road is closed,1
Tarnol have huge traffic this evening,1
Traffic jam from koral town rd to universal road,1
Rawal Chowk is closed for traffic after heavy jam,1
Saidpur Rd to Khayaban Sir Syed Rd road is now closed for light traffic,1
Whenever this signal i8 is on there is a huge mess in trafic,1
Japan Rd to Kahuta Rd road is free now from heavy traffic jam,0
Peshawar Mor is closed for traffic,1
A K  Fazl-ul-Haq Rd is closed due to heavy traffic jam,1
Traffic jam alert at Shaheen Market road due to accident,1
Traffic will disturb today and next two days on Seaview road  Due to Eat Karachi event,1
Chitral to Islamabad is road is closed for all kind of traffics,1
No rush at soan garden signal,0
"Chairman #PakistanTehreekeInsaf (#PTI) has announce to celebrate ”Youm-e-Tashakur’ on 30 July 2017 at Parade Ground Islamabad  Time of this event will be 1900 hours  There are likely chances of Police/FC/Rangers deployment from early hours of morning today  At some places traffic will be diverted to some other roads, which can lead to traffic congestion ",1
Stadium Rd to Saidpur Rd road is now closed for light traffic,1
You are good to go to G-10 Markaz in afternoon,0
Traffic open from faisal ave to razaq valley rd,0
Traffic jam from main margalla rd to service rd E-9 / E-8 islamabad,1
Neelam road is monitored by traffic police personnel working there,0
No traffic near Islamabad airport,0
Kalma chowk is blocked due to fog,1
Traffic open from park enclave road to jinnah ave,0
Liyari express way karachi to Hyderabad both roads are closed for traffic  Traffic is being diverted to Al asif square towards Abu-Al-Hassan Asfahani road,1
khanapul to Airport Rd road is free,0
Pwd is clear at 5am,0
"Extreme traffic blockage, Islamabad under siege even before the Maulana's dharna ",1
Stadium Rd to Saidpur Rd road is now closed for Havey traffic,1
Korang Rd to Naval Anchorage Rd road is now closed for bike riders,1
Vehicles are being stopped at Marble road because it’s train passing time,1
Traffic open from main margalla rd to service rd E-9 / E-8 islamabad,0
PIMS service road is free,0
D-12 is also clear for all kind of traffic,0
Faisal Avenue jam From Zeropoint towards Faizabad Interchange,1
Range Rd to Marble Rd road is now closed for Havey traffic,1
Airport Rd road is free now due to emergency,0
Traffic jam from aun muhammad rizvi rd to  ibn-e-sina rd islamabad,1
Unusual traffic jam reported on Karimabad-Liaquatabad fly over,1
Lucky marwat road is clear at 7 pm,0
Naval Anchorage Rd to Japan Rd road is now free for Havey traffic,0
Traffic open from kahota road to partal rd,0
Zero point to Faizabad road is now free for light traffic,0
Saidpur Rd road is now closed for Havey traffic,1
Traffic is open at Ala-Din Park Gulshan,0
HMC road is closed due to cars accident,1
Major road is opened only to heavy traffic,0
Tshid Minhas road infront of Aladdin park,0
G6 have no traffic at the movement,0
No traffic at faizabad,0
Simply dam road is clear today,0
Mtx road have no traffic,0
No rush at margala,0
There is jam at at f7,1
Gulberg Underpass is free now from heavy traffic jam,0
PIMS service road is now closed for bike riders,1
Japan Rd road is now closed for Havey traffic,1
Traffic open from A K fazal-ul-haq rd to shaheed-e-millat rd islamabad,0
Expressway open From Khanna Bridge towards Faizabad Interchange,0
Gulberg Underpass is now free for Havey traffic,0
Traffic jam from gulberg expy to south ave,1
"Traffic jam at Abdullah Haroon Road, MT Khan road and Gurumandir",1
Zero point to Faizabad road is closed,1
Neelam Road is closed due to emergency situations in the morning,1
Golra mor is closed because of protest march by Pmln workers,1
GT road is closed due to heavy traffic jam,1
Traffic open from hilal rd W to nazim-ud-din rd islamabad,0
Khayaban Sir Syed Rd to Pirwadhai Rd road is free now due to emergency,0
Korang Rd to Naval Anchorage Rd road is now closed for light traffic,1
Model town is clear,0
Dispute is resolved it's now under army's control so normal traffic at Sadar,0
Traffic open from kirthar rd to service road EAST islamabad,0
Korang Rd to Naval Anchorage Rd road is closed now due to emergency,1
Garden Ave Flyover is now closed for Havey traffic,1
traffic jam at I I Chundrigarh Rd,1
I8 is clear at 8 am,0
Neelam road is closed due to route in both ways,1
"Chungi No# 4 towards Bansa wala Chowk, Bagh Sardaran Road is closed for traffic",1
On the  talagang road is close due to construction,1
"Traffic is running smoothly on Islamabad expressway at the moment, no disruptions",0
Jarahi road is clear,0
Traffic jam from jinnah stadium road to sports board rd islamabad,1
9th avenue is closed due to route in both ways,1
Kurram road is opened only to heavy traffic,0
Faizabad to khanapul road is now free for bike riders,0
Mall road is clear now,0
Japan Rd road is now closed for bike riders,1
Stadium Rd to Saidpur Rd road is now closed for bike riders,1
Pirwadhai Rd road is now free for Havey traffic,0
Mohamdi chowk is busy right now,1
Traffic jam from service rd W to Golra rd islamabad,1
Neelam road is opened only to heavy traffic,0
Rawat T-cross is closed from both sides of traffic at the moment,1
Avoid Karsaz heading towards Shahra-e-Faisal  Road blocked,1
Murre road is clear today,0
Sawar road is clear,0
Traffic jam from nipa to lucky one mal,1
Madina Town to Korang Rd road is now closed for light traffic,1
Traffic jam at shahrah e faisal due to car caught fir,1
Traffic jam at aun muhammad rizvi road G-10 kashmir highway islamabad,1
Traffic open from A K fazal-ul-haq rd to luqman hakeem rd islamabad,0
Traffic jam from main margalla rd to constitution ave islamabad,1
Traffic jam expected at Shahrah e Faisal in afternoon today  Due to anti-dam rally,1
"Traffic jam reported at numaish and surrounding, TLP Sit-in/Dharna underway in front of Punjab Assembly",1
Naval Anchorage Rd road is now closed for Havey traffic,1
Korang Rd to Naval Anchorage Rd road is now free for light traffic,0
D-17 road is clear for all kind of traffic,0
Saidpur Rd to Khayaban Sir Syed Rd road is closed now due to emergency,1
Bumper to bumper accident Jinnah avenue in front of Fatima Jinnah park gate  Traffic congestion,1
Khayaban Sir Syed Rd to Pirwadhai Rd road is now closed for bike riders,1
Market road is clear,0
Faizabad to Stadium Rd road is closed,1
Gulberge greens have no rush,0
There is traffic at g 11,1
Extreme traffic jam from highway-PWD towards Bahria  Please take an alternative route,1
Neelam Road is blocked due to Colliding of two trucks,1
Roomi Rd road is now closed for bike riders,1
Traffic open at peshawar mor interchange kashmir highway islamabad,0
"Massive traffic jam reported, avoid M9 for at least 3 hrs ",1
I have been through that road in the morning    got stuck badly ?,1
Any clue why traffic is jammed at f9 park roundabout,1
Traffic open reported at stadium road,0
Traffic jam from pitras bukhari to sahib zada abdul qayyum rd islamabad,1
"Avoid star gate, Traffic jam from shahrah e faisal towards airport due to TLP protest",1
Traffic jam from service road N to service road EAST islamabad,1
Express highway have traffic,1
